,researcher_id,document-count,eid,orcid,name,subject-area
0,10242585700,33,9-s2.0-10242585700,,Ruckhaus Edna,"['Computer Science (all)', 'Mathematics (all)', 'Arts and Humanities (all)']"
1,10339103300,10,9-s2.0-10339103300,,Larena Jorge Bernabéu,"['Engineering (all)', 'Materials Science (all)', 'Computer Science (all)']"
2,10642146600,2,9-s2.0-10642146600,,Querol Aragón E.,"['Environmental Science (all)', 'Chemical Engineering (all)']"
3,10738897100,8,9-s2.0-10738897100,,Morató M. C.,"['Agricultural and Biological Sciences (all)', 'Engineering (all)', 'Physics and Astronomy (all)']"
4,10739463200,2,9-s2.0-10739463200,,Aracil-Santonja Rafael,"['Engineering (all)', 'Medicine (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
5,10739877600,22,9-s2.0-10739877600,,Castellanos María Teresa,"['Agricultural and Biological Sciences (all)', 'Earth and Planetary Sciences (all)', 'Engineering (all)']"
6,11139108300,1,9-s2.0-11139108300,,Del Mar De La Fuente Garcia-Soto M.,[]
7,11141276700,7,9-s2.0-11141276700,,Pérez-del-Notario Pedro,"['Engineering (all)', 'Energy (all)', 'Chemistry (all)']"
8,11439791100,57,9-s2.0-11439791100,,Ruiz-Hervías Jesús,"['Materials Science (all)', 'Engineering (all)', 'Physics and Astronomy (all)']"
9,11739357500,1,9-s2.0-11739357500,,Narváez Alfonso,[]
10,11739407600,5,9-s2.0-11739407600,,Sánchez José Antonio,"['Computer Science (all)', 'Physics and Astronomy (all)', 'Engineering (all)']"
11,11739749900,5,9-s2.0-11739749900,,Hernández Álvaro,"['Environmental Science (all)', 'Earth and Planetary Sciences (all)']"
12,11939524500,3,9-s2.0-11939524500,,Bonilla-Simón Ma Milagros,"['Environmental Science (all)', 'Chemistry (all)']"
13,12041015900,8,9-s2.0-12041015900,,Nobre Silvana Ribeiro,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Chemical Engineering (all)']"
14,12140401600,37,9-s2.0-12140401600,,Osma-Ruíz Víctor J.,"['Computer Science (all)', 'Engineering (all)', 'Medicine (all)']"
15,12140450800,37,9-s2.0-12140450800,0000-0001-6054-4956,Sáenz-Lechón Nicolás,"['Computer Science (all)', 'Engineering (all)', 'Medicine (all)']"
16,12142334300,21,9-s2.0-12142334300,0000-0002-6820-5024,Lleo-Garcia Lourdes,"['Agricultural and Biological Sciences (all)', 'Engineering (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
17,12142916700,21,9-s2.0-12142916700,,Earle Clara Benać,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
18,12143332300,10,9-s2.0-12143332300,,Fredlund Lars Åke,"['Computer Science (all)', 'Mathematics (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
19,12243023900,2,9-s2.0-12243023900,,Tejera-Gimeno Rosario,"['Environmental Science (all)', 'Engineering (all)']"
20,12344834500,1,9-s2.0-12344834500,,De La Fuente Diego Andina,[]
21,12345084200,2,9-s2.0-12345084200,,Valero Julio,"['Computer Science (all)', 'Engineering (all)']"
22,12345143000,1,9-s2.0-12345143000,,Ramírez-Martínez Rocío P.,[]
23,12345156600,9,9-s2.0-12345156600,,Piñuela Juan A.,"['Engineering (all)', 'Computer Science (all)', 'Earth and Planetary Sciences (all)']"
24,12345172200,6,9-s2.0-12345172200,,Buendía-Buendía Fulgencio S.,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
25,12345286800,32,9-s2.0-12345286800,,Grau Juan B.,"['Engineering (all)', 'Computer Science (all)', 'Earth and Planetary Sciences (all)']"
26,12345343100,64,9-s2.0-12345343100,0000-0001-8834-3080,Ferreiros Javier,"['Computer Science (all)', 'Social Sciences (all)', 'Engineering (all)']"
27,12446116100,26,9-s2.0-12446116100,0000-0002-8904-9534,Gallego Vázquez Eutiquio,"['Engineering (all)', 'Agricultural and Biological Sciences (all)', 'Chemical Engineering (all)']"
28,12645008600,4,9-s2.0-12645008600,,Gonzalez-Gonzalez Juan Antonio,[]
29,12759025400,1,9-s2.0-12759025400,,Pumariño B.,[]
30,12762965200,2,9-s2.0-12762965200,,García Simón Antonio,[]
31,12764138400,12,9-s2.0-12764138400,,Romo José,[]
32,12766083100,2,9-s2.0-12766083100,,González María Jesús,"['Environmental Science (all)', 'Engineering (all)', 'Energy (all)']"
33,12778596600,7,9-s2.0-12778596600,,Sánchez-Couso José Ramón,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
34,12779589800,5,9-s2.0-12779589800,,Martínez Félix Pérez,[]
35,12779768500,1,9-s2.0-12779768500,,Maurolagoitia Alcira,"['Computer Science (all)', 'Engineering (all)']"
36,12780027400,8,9-s2.0-12780027400,,Oliva Ana Gómez,"['Computer Science (all)', 'Social Sciences (all)', 'Engineering (all)']"
37,12782791300,6,9-s2.0-12782791300,,Jimeno V.,"['Agricultural and Biological Sciences (all)', 'Veterinary (all)']"
38,12784747100,4,9-s2.0-12784747100,,Vicente Beatriz,"['Agricultural and Biological Sciences (all)', 'Medicine (all)', 'Veterinary (all)']"
39,12793337900,4,9-s2.0-12793337900,,Luaces Milton Martinez,"['Computer Science (all)', 'Engineering (all)', 'Neuroscience (all)']"
40,12800953300,58,9-s2.0-12800953300,,D'Haro Luis Fernando,"['Computer Science (all)', 'Social Sciences (all)', 'Engineering (all)']"
41,12806167800,2,9-s2.0-12806167800,,Rodríguez Samuel,"['Chemical Engineering (all)', 'Health Professions  (all)', 'Engineering (all)']"
42,13006365300,13,9-s2.0-13006365300,,Benac-Earle Clara,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
43,13102917900,8,9-s2.0-13102917900,,García Del Amo Alejandro J.,"['Mathematics (all)', 'Computer Science (all)', 'Physics and Astronomy (all)']"
44,13105743300,2,9-s2.0-13105743300,,Isenegger Laurent,"['Biochemistry, Genetics and Molecular Biology (all)', 'Computer Science (all)', 'Engineering (all)']"
45,13403743200,2,9-s2.0-13403743200,,Corsini Javier,"['Engineering (all)', 'Chemical Engineering (all)']"
46,13404965900,74,9-s2.0-13404965900,0000-0002-0421-452X,García-Castro Raúl,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
47,13405174800,12,9-s2.0-13405174800,0000-0002-0781-0001,Núñez Andrés,"['Biochemistry, Genetics and Molecular Biology (all)', 'Immunology and Microbiology (all)', 'Medicine (all)']"
48,13605903300,3,9-s2.0-13605903300,,Carmen Suárez-Figueroa Mari,"['Computer Science (all)', 'Biochemistry, Genetics and Molecular Biology (all)', 'Decision Sciences (all)']"
49,13606227800,2,9-s2.0-13606227800,,Aparicio Ramiro,"['Mathematics (all)', 'Medicine (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
50,13606345100,2,9-s2.0-13606345100,,Avilés Marcos,"['Computer Science (all)', 'Biochemistry, Genetics and Molecular Biology (all)', 'Mathematics (all)']"
51,13609215800,4,9-s2.0-13609215800,,Pereda N.,"['Agricultural and Biological Sciences (all)', 'Biochemistry, Genetics and Molecular Biology (all)', 'Veterinary (all)']"
52,13612812400,7,9-s2.0-13612812400,,Vázquez-Gallo María Jesús,"['Mathematics (all)', 'Engineering (all)', 'Computer Science (all)']"
53,13805667100,4,9-s2.0-13805667100,,Fraile-Mora Jesús Jesús,"['Engineering (all)', 'Energy (all)', 'Computer Science (all)']"
54,13805710600,8,9-s2.0-13805710600,,Jiménez-Rodríguez Rafael,"['Earth and Planetary Sciences (all)', 'Mathematics (all)', 'Engineering (all)']"
55,13805736500,33,9-s2.0-13805736500,0000-0002-7737-2051,Martinez-Muneta M. Luisa,"['Engineering (all)', 'Mathematics (all)', 'Computer Science (all)']"
56,13806016000,121,9-s2.0-13806016000,,Pretel Carme,"['Physics and Astronomy (all)', 'Engineering (all)', 'Energy (all)']"
57,13806172000,3,9-s2.0-13806172000,,Rodríguez-Villagrá María,"['Engineering (all)', 'Mathematics (all)', 'Computer Science (all)']"
58,13806367200,7,9-s2.0-13806367200,,Pérez Juan Ignacio,"['Energy (all)', 'Engineering (all)', 'Social Sciences (all)']"
59,13806971800,9,9-s2.0-13806971800,,Palacios Jairo Arcesio,"['Engineering (all)', 'Mathematics (all)', 'Computer Science (all)']"
60,13807008200,2,9-s2.0-13807008200,,Jiménez Pedro J.,"['Medicine (all)', 'Social Sciences (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
61,13807369100,3,9-s2.0-13807369100,,Durán Luis J.,"['Psychology (all)', 'Social Sciences (all)', 'Medicine (all)']"
62,13807613500,50,9-s2.0-13807613500,0000-0002-7737-2051,Romero Gregorio,"['Mathematics (all)', 'Computer Science (all)', 'Engineering (all)']"
63,13807652400,2,9-s2.0-13807652400,,Mellado Ignacio,"['Computer Science (all)', 'Engineering (all)']"
64,13905154700,40,9-s2.0-13905154700,0000-0001-8810-0695,Martín Diego,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
65,13907534800,14,9-s2.0-13907534800,,Martín-Recuerda Francisco,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
66,14010357000,209,9-s2.0-14010357000,0000-0002-9260-0753,Corcho Óscar,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
67,14012493500,29,9-s2.0-14012493500,,López-García Óscar,"['Engineering (all)', 'Computer Science (all)', 'Energy (all)']"
68,14017580700,3,9-s2.0-14017580700,,Cubo Oscar,"['Mathematics (all)', 'Computer Science (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
69,14018027400,1,9-s2.0-14018027400,,José Montes Ma,[]
70,14018219500,11,9-s2.0-14018219500,,Robles Juan,"['Mathematics (all)', 'Computer Science (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
71,14018366100,1,9-s2.0-14018366100,,Rubles Víctor,"['Computer Science (all)', 'Mathematics (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
72,14020254600,3,9-s2.0-14020254600,,Peinado Pedro José Benito,"['Medicine (all)', 'Health Professions  (all)']"
73,14021088600,2,9-s2.0-14021088600,,Del Rey David Pérez,"['Mathematics (all)', 'Computer Science (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
74,14027968800,21,9-s2.0-14027968800,0000-0001-5241-9362,Cuervo Diana,"['Energy (all)', 'Engineering (all)', 'Physics and Astronomy (all)']"
75,14028982400,2,9-s2.0-14028982400,,Pearcey David,"['Multidisciplinary', 'Computer Science (all)']"
76,14029866400,1,9-s2.0-14029866400,,De Juan M. T Domínguez,[]
77,14030388900,12,9-s2.0-14030388900,,Muñoz María Luisa,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
78,14031242300,35,9-s2.0-14031242300,,Cuevas Gonzalo,"['Computer Science (all)', 'Engineering (all)', 'Business, Management and Accounting (all)']"
79,14031260400,93,9-s2.0-14031260400,0000-0002-2864-2203,Calvo-Manzano Villalón Jose A.,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
80,14032199200,12,9-s2.0-14032199200,,Puente David,"['Engineering (all)', 'Chemistry (all)', 'Physics and Astronomy (all)']"
81,14033316300,5,9-s2.0-14033316300,,Nava Dinny,"['Chemistry (all)', 'Materials Science (all)', 'Chemical Engineering (all)']"
82,14034359200,2,9-s2.0-14034359200,,Martínez Álvaro Oscar,"['Social Sciences (all)', 'Engineering (all)']"
83,14036226200,12,9-s2.0-14036226200,0000-0001-9027-8046,Pérez-Rojas Luis,"['Engineering (all)', 'Environmental Science (all)', 'Agricultural and Biological Sciences (all)']"
84,14036463600,57,9-s2.0-14036463600,,Souto-Iglesias Antonio,"['Engineering (all)', 'Energy (all)', 'Physics and Astronomy (all)']"
85,14041396200,24,9-s2.0-14041396200,,Berjón Daniel,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
86,14041702100,17,9-s2.0-14041702100,0000-0002-7753-3345,Gómez-Martínez Elena,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
87,14045022600,3,9-s2.0-14045022600,,Gallardo Carolina,"['Social Sciences (all)', 'Arts and Humanities (all)', 'Computer Science (all)']"
88,14045610100,5,9-s2.0-14045610100,,Marpons Guillem,"['Computer Science (all)', 'Mathematics (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
89,14051891600,41,9-s2.0-14051891600,,Díaz Iván Muñoz,"['Engineering (all)', 'Computer Science (all)', 'Physics and Astronomy (all)']"
90,14052639100,7,9-s2.0-14052639100,,Pérez-Sorrosal Francisco,"['Computer Science (all)', 'Mathematics (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
91,14053447400,6,9-s2.0-14053447400,,Cano Alicia M.,"['Computer Science (all)', 'Mathematics (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
92,14055485300,7,9-s2.0-14055485300,,García Castro Alexander,"['Computer Science (all)', 'Biochemistry, Genetics and Molecular Biology (all)', 'Mathematics (all)']"
93,14058885100,11,9-s2.0-14058885100,,Sánchez Silvia A.,"['Medicine (all)', 'Immunology and Microbiology (all)', 'Earth and Planetary Sciences (all)']"
94,14061047800,3,9-s2.0-14061047800,,Alonso David Rojo,"['Engineering (all)', 'Computer Science (all)', 'Arts and Humanities (all)']"
95,14070574900,2,9-s2.0-14070574900,,Muñoz Pablo,[]
96,14322888500,40,9-s2.0-14322888500,,Dos santos-García A. J.,"['Materials Science (all)', 'Chemistry (all)', 'Physics and Astronomy (all)']"
97,14323572900,3,9-s2.0-14323572900,,Mendes-Laureano Janaína,"['Medicine (all)', 'Health Professions  (all)', 'Nursing (all)']"
98,14421016600,17,9-s2.0-14421016600,0000-0003-1820-4960,Lapazaran Javier J.,"['Earth and Planetary Sciences (all)', 'Environmental Science (all)', 'Agricultural and Biological Sciences (all)']"
99,14421375100,23,9-s2.0-14421375100,0000-0001-6250-0893,López Lina M.,"['Earth and Planetary Sciences (all)', 'Engineering (all)', 'Chemical Engineering (all)']"
100,14422134900,42,9-s2.0-14422134900,,Fernández David E.,"['Computer Science (all)', 'Engineering (all)', 'Social Sciences (all)']"
101,14423993200,25,9-s2.0-14423993200,,Arenas José Manuel,"['Engineering (all)', 'Materials Science (all)', 'Physics and Astronomy (all)']"
102,14522772000,1,9-s2.0-14522772000,,Macías Javier,"['Computer Science (all)', 'Mathematics (all)']"
103,14522904600,12,9-s2.0-14522904600,0000-0001-7619-2190,Mariscal Gonzalo,"['Computer Science (all)', 'Mathematics (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
104,14525432700,2,9-s2.0-14525432700,,Mora A.,"['Computer Science (all)', 'Engineering (all)']"
105,14619691600,30,9-s2.0-14619691600,,Sancho José M.,"['Engineering (all)', 'Materials Science (all)', 'Mathematics (all)']"
106,14625977500,6,9-s2.0-14625977500,,Fernández-Pozo Rubén,"['Computer Science (all)', 'Medicine (all)', 'Mathematics (all)']"
107,14626465600,5,9-s2.0-14626465600,,Hernández Trapote Álvaro,"['Computer Science (all)', 'Psychology (all)']"
108,14631658000,28,9-s2.0-14631658000,0000-0002-3387-6709,Álvarez-Marquina Agustín,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
109,14631772900,1,9-s2.0-14631772900,,Concejero C. G.,[]
110,14633140000,15,9-s2.0-14633140000,,Callejo María Jesús,"['Agricultural and Biological Sciences (all)', 'Biochemistry, Genetics and Molecular Biology (all)', 'Chemistry (all)']"
111,14634423300,3,9-s2.0-14634423300,,Portaencasa Rafael,"['Engineering (all)', 'Computer Science (all)', 'Mathematics (all)']"
112,14822406600,33,9-s2.0-14822406600,0000-0002-7320-822X,Miguéns Miguel,"['Pharmacology, Toxicology and Pharmaceutics (all)', 'Medicine (all)', 'Neuroscience (all)']"
113,14822623400,7,9-s2.0-14822623400,,Rolando A.,"['Engineering (all)', 'Materials Science (all)', 'Energy (all)']"
114,14825357300,2,9-s2.0-14825357300,,Lachaise M.,[]
115,14826435200,3,9-s2.0-14826435200,,Cepas P.,"['Physics and Astronomy (all)', 'Engineering (all)', 'Energy (all)']"
116,14826459000,7,9-s2.0-14826459000,,Gámez M. L.,"['Physics and Astronomy (all)', 'Engineering (all)', 'Materials Science (all)']"
117,14830218800,1,9-s2.0-14830218800,,Barbero I.,[]
118,14831129900,9,9-s2.0-14831129900,,Beracoechea Jon Ander,"['Physics and Astronomy (all)', 'Mathematics (all)', 'Engineering (all)']"
119,14831769000,13,9-s2.0-14831769000,,San-Martín Jesús,"['Physics and Astronomy (all)', 'Mathematics (all)', 'Engineering (all)']"
120,14832679100,7,9-s2.0-14832679100,,González Isaac,"['Environmental Science (all)', 'Energy (all)', 'Engineering (all)']"
121,15022055800,4,9-s2.0-15022055800,,Besada-Sanmartín José Luis,"['Engineering (all)', 'Computer Science (all)', 'Physics and Astronomy (all)']"
122,15026018600,7,9-s2.0-15026018600,,Corchero Gregorio,"['Engineering (all)', 'Energy (all)', 'Chemical Engineering (all)']"
123,15032312000,23,9-s2.0-15032312000,,Díaz-Puente José María,"['Social Sciences (all)', 'Agricultural and Biological Sciences (all)', 'Psychology (all)']"
124,15043035600,6,9-s2.0-15043035600,0000-0003-2084-3462,Ortiz-Rodríguez Fernando,"['Computer Science (all)', 'Business, Management and Accounting (all)', 'Social Sciences (all)']"
125,15044009500,2,9-s2.0-15044009500,,De Cárcer Íñigo Aguirre,"['Materials Science (all)', 'Engineering (all)', 'Chemical Engineering (all)']"
126,15044957500,5,9-s2.0-15044957500,,Lope Javier De,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
127,15045668100,27,9-s2.0-15045668100,,Rodríguez-Marín Luis,"['Mathematics (all)', 'Decision Sciences (all)', 'Computer Science (all)']"
128,15045898800,2,9-s2.0-15045898800,,Tur Gil A.,[]
129,15049769800,4,9-s2.0-15049769800,,Suárez-Bermejo Juan Carlos,"['Materials Science (all)', 'Chemistry (all)', 'Engineering (all)']"
130,15053015800,40,9-s2.0-15053015800,0000-0002-5659-7358,Enfedaque Alejandro,"['Engineering (all)', 'Materials Science (all)', 'Mathematics (all)']"
131,15053984900,6,9-s2.0-15053984900,,Atanes Evangelina,"['Chemical Engineering (all)', 'Environmental Science (all)', 'Energy (all)']"
132,15054366900,2,9-s2.0-15054366900,,Fernández Javier,"['Medicine (all)', 'Engineering (all)']"
133,15056416700,7,9-s2.0-15056416700,,López-Cima Angel,"['Computer Science (all)', 'Mathematics (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
134,15056684000,5,9-s2.0-15056684000,,Rodríguez Jesús Barrasa,"['Computer Science (all)', 'Energy (all)', 'Mathematics (all)']"
135,15057928400,2,9-s2.0-15057928400,,Hoyo-Barbolla E.,[]
136,15058230400,2,9-s2.0-15058230400,,Llorens José Miguel,[]
137,15063311000,2,9-s2.0-15063311000,,Trigueros Jesús Alonso,"['Engineering (all)', 'Environmental Science (all)']"
138,15064025100,39,9-s2.0-15064025100,,De Miguel Miguel Ángel,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
139,15064574700,7,9-s2.0-15064574700,,Silva Juan Pedro,"['Computer Science (all)', 'Mathematics (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
140,15072145500,14,9-s2.0-15072145500,0000-0003-3050-1212,López-Presa José Luis,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
141,15076752900,4,9-s2.0-15076752900,,Graterol Ángela Alcira,"['Social Sciences (all)', 'Business, Management and Accounting (all)']"
142,15076852800,2,9-s2.0-15076852800,,Guerra-Gutiérrez Pedro,"['Physics and Astronomy (all)', 'Engineering (all)']"
143,15078494000,12,9-s2.0-15078494000,,Valiño Vanesa,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Engineering (all)']"
144,15119205300,2,9-s2.0-15119205300,,Lambás J.,"['Physics and Astronomy (all)', 'Mathematics (all)']"
145,15120892900,2,9-s2.0-15120892900,,Montero Victoria Alcázar,"['Chemistry (all)', 'Biochemistry, Genetics and Molecular Biology (all)', 'Pharmacology, Toxicology and Pharmaceutics (all)']"
146,15123981400,38,9-s2.0-15123981400,,González Leo M.,"['Engineering (all)', 'Physics and Astronomy (all)', 'Mathematics (all)']"
147,15126449000,23,9-s2.0-15126449000,0000-0001-5774-1430,García-Sánchez Álvaro,"['Engineering (all)', 'Computer Science (all)', 'Business, Management and Accounting (all)']"
148,15126496200,28,9-s2.0-15126496200,0000-0002-5268-1587,García-Navarro Justo,"['Engineering (all)', 'Environmental Science (all)', 'Energy (all)']"
149,15126702000,35,9-s2.0-15126702000,0000-0002-3387-4164,García-Montero L. G.,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Social Sciences (all)']"
150,15126739800,19,9-s2.0-15126739800,,Aguado Pedro Luis,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Energy (all)']"
151,15126771200,2,9-s2.0-15126771200,,Figuera-Figuera Juan Ramón,[]
152,15127684800,33,9-s2.0-15127684800,0000-0001-6656-6507,Ruiz-García Luis,"['Agricultural and Biological Sciences (all)', 'Engineering (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
153,15127795900,28,9-s2.0-15127795900,0000-0002-3574-2050,Ortega-Mier Miguel,"['Engineering (all)', 'Business, Management and Accounting (all)', 'Computer Science (all)']"
154,15135892900,3,9-s2.0-15135892900,,Gueant Pierre,"['Computer Science (all)', 'Mathematics (all)']"
155,15136526200,46,9-s2.0-15136526200,0000-0001-7408-7653,Rodríguez-Calcerrada Jesús,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
156,15136716800,7,9-s2.0-15136716800,,Sánchez-Cabezudo Marta,"['Materials Science (all)', 'Chemistry (all)', 'Physics and Astronomy (all)']"
157,15520821900,4,9-s2.0-15520821900,,Delso Eduardo,"['Engineering (all)', 'Computer Science (all)', 'Arts and Humanities (all)']"
158,15521003200,13,9-s2.0-15521003200,,Tapiador Antonio,"['Computer Science (all)', 'Decision Sciences (all)', 'Engineering (all)']"
159,15623877000,2,9-s2.0-15623877000,,López Mariana Fernández,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
160,15725796800,7,9-s2.0-15725796800,,Law Thomas R.,"['Engineering (all)', 'Physics and Astronomy (all)', 'Earth and Planetary Sciences (all)']"
161,15726010100,11,9-s2.0-15726010100,,Navarro Justo García,"['Engineering (all)', 'Environmental Science (all)', 'Materials Science (all)']"
162,15726140900,3,9-s2.0-15726140900,,San Martín Rodrigo,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
163,15732460300,54,9-s2.0-15732460300,0000-0003-0179-5987,Abánades Alberto,"['Energy (all)', 'Engineering (all)', 'Physics and Astronomy (all)']"
164,15746163400,2,9-s2.0-15746163400,,Calvo Pérez B.,"['Materials Science (all)', 'Engineering (all)']"
165,15751216500,6,9-s2.0-15751216500,,Martín Rodrigo San,"['Engineering (all)', 'Computer Science (all)', 'Arts and Humanities (all)']"
166,15753468900,18,9-s2.0-15753468900,0000-0001-5759-352X,González Demetrio,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Chemistry (all)']"
167,15755455300,5,9-s2.0-15755455300,,Castro María Dolores,"['Medicine (all)', 'Social Sciences (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
168,15755542400,9,9-s2.0-15755542400,0000-0002-7737-2051,Carretero-Díaz Antonio M.,"['Mathematics (all)', 'Engineering (all)', 'Social Sciences (all)']"
169,15761991600,19,9-s2.0-15761991600,0000-0001-9873-232X,Brunete Alberto,"['Engineering (all)', 'Computer Science (all)', 'Mathematics (all)']"
170,15765731400,5,9-s2.0-15765731400,,Marcano Aular Yelitza Josefina,"['Social Sciences (all)', 'Business, Management and Accounting (all)']"
171,15767641500,3,9-s2.0-15767641500,,Miguel S.,"['Materials Science (all)', 'Engineering (all)', 'Physics and Astronomy (all)']"
172,15769127300,4,9-s2.0-15769127300,,Díaz-Barcos V.,"['Agricultural and Biological Sciences (all)', 'Engineering (all)', 'Chemical Engineering (all)']"
173,15820988900,4,9-s2.0-15820988900,,Pea J. M.,"['Computer Science (all)', 'Mathematics (all)']"
174,15821079600,3,9-s2.0-15821079600,,Montaes J. L.,"['Engineering (all)', 'Chemical Engineering (all)', 'Physics and Astronomy (all)']"
175,15821285700,10,9-s2.0-15821285700,0000-0002-5110-8332,Sánchez-Agudo Marta,"['Physics and Astronomy (all)', 'Chemistry (all)', 'Materials Science (all)']"
176,15826263700,7,9-s2.0-15826263700,,Benito María Belén,"['Earth and Planetary Sciences (all)', 'Engineering (all)', 'Multidisciplinary']"
177,15826910500,2,9-s2.0-15826910500,0000-0001-8397-6794,Moreno Ana,[]
178,15831551000,38,9-s2.0-15831551000,0000-0002-0582-7539,Herraiz Israel,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
179,15832842900,2,9-s2.0-15832842900,,Pecharromán J. P.,"['Materials Science (all)', 'Engineering (all)']"
180,15836568400,4,9-s2.0-15836568400,0000-0002-5760-9509,Galán Pablo,[]
181,15836854300,29,9-s2.0-15836854300,,Caro Edmundo Tovar,"['Computer Science (all)', 'Social Sciences (all)', 'Engineering (all)']"
182,15836952000,4,9-s2.0-15836952000,,Clemente Juan Antonio,"['Engineering (all)', 'Computer Science (all)', 'Environmental Science (all)']"
183,15837030000,6,9-s2.0-15837030000,,Haro-Ariet Leandro,"['Computer Science (all)', 'Engineering (all)', 'Social Sciences (all)']"
184,15837309300,2,9-s2.0-15837309300,,Hurtado Gloria Gasca,"['Computer Science (all)', 'Decision Sciences (all)']"
185,15838179700,18,9-s2.0-15838179700,0000-0003-1913-3850,Pérez-Arribas Francisco,"['Engineering (all)', 'Environmental Science (all)', 'Computer Science (all)']"
186,15838328500,3,9-s2.0-15838328500,,Zamora-Rodríguez Ricardo,"['Engineering (all)', 'Environmental Science (all)', 'Chemical Engineering (all)']"
187,15839019900,2,9-s2.0-15839019900,,Arrizabalaga Federico,"['Medicine (all)', 'Health Professions  (all)']"
188,15845875400,6,9-s2.0-15845875400,,García-Robredo Fernando,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Engineering (all)']"
189,15847510200,2,9-s2.0-15847510200,,Duque Omar Aït Salem,"['Engineering (all)', 'Physics and Astronomy (all)', 'Materials Science (all)']"
190,15922138800,42,9-s2.0-15922138800,,Condés-Ruiz Sonia,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Earth and Planetary Sciences (all)']"
191,15925215500,19,9-s2.0-15925215500,,Ávila Carmen Sánchez,"['Computer Science (all)', 'Engineering (all)', 'Social Sciences (all)']"
192,15926140200,24,9-s2.0-15926140200,,Ríos Juan,"['Computer Science (all)', 'Mathematics (all)', 'Engineering (all)']"
193,16023699600,2,9-s2.0-16023699600,,Duran Sandra Guillot,"['Engineering (all)', 'Computer Science (all)']"
194,16023704200,57,9-s2.0-16023704200,,Barba Mariano,"['Engineering (all)', 'Computer Science (all)', 'Physics and Astronomy (all)']"
195,16023767100,2,9-s2.0-16023767100,,Del P. Garcia,[]
196,16024277200,19,9-s2.0-16024277200,,Gómez-Calero Carlos,"['Engineering (all)', 'Computer Science (all)', 'Social Sciences (all)']"
197,16025218700,8,9-s2.0-16025218700,,Mora-Cuevas Jonathan,"['Engineering (all)', 'Computer Science (all)', 'Social Sciences (all)']"
198,16026712000,1,9-s2.0-16026712000,,De La Morena M. A.G.,"['Chemistry (all)', 'Pharmacology, Toxicology and Pharmaceutics (all)']"
199,16031814900,34,9-s2.0-16031814900,0000-0002-4633-6701,Lorenzo Alberto,"['Psychology (all)', 'Health Professions  (all)', 'Medicine (all)']"
200,16032874500,2,9-s2.0-16032874500,,Cortina Mariano González,"['Engineering (all)', 'Materials Science (all)']"
201,16033180100,7,9-s2.0-16033180100,,De Icaya Elvira Martínez,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
