,researcher_id,document-count,eid,orcid,name,subject-area
2871,56960663900,1,9-s2.0-56960663900,,Olària Sonia Roig I,[]
2872,56965989700,5,9-s2.0-56965989700,,Dong Siwei,"['Physics and Astronomy (all)', 'Engineering (all)', 'Mathematics (all)']"
2873,56966356900,2,9-s2.0-56966356900,,Moure Carlos,"['Computer Science (all)', 'Mathematics (all)']"
2874,56966401000,2,9-s2.0-56966401000,,Gonzalo Ana,"['Mathematics (all)', 'Computer Science (all)']"
2875,56966444800,1,9-s2.0-56966444800,,Vicente Óscar,"['Mathematics (all)', 'Computer Science (all)']"
2876,56966658200,4,9-s2.0-56966658200,,Vela-Martín Alberto,"['Physics and Astronomy (all)', 'Multidisciplinary']"
2877,56966692800,1,9-s2.0-56966692800,,Pèrez-Castdlanos M.,"['Computer Science (all)', 'Mathematics (all)']"
2878,56967743800,1,9-s2.0-56967743800,,Madrid J. L.,"['Mathematics (all)', 'Computer Science (all)']"
2879,56968085200,1,9-s2.0-56968085200,,Sanz-Pont D.,"['Engineering (all)', 'Materials Science (all)']"
2880,56968197800,3,9-s2.0-56968197800,,Sanz-Arauz David,"['Engineering (all)', 'Social Sciences (all)', 'Materials Science (all)']"
2881,56970668200,1,9-s2.0-56970668200,,Ruiz F.,[]
2882,56970819500,1,9-s2.0-56970819500,,Toledo Máximo López,[]
2883,56971297000,2,9-s2.0-56971297000,,Peña Sánchez José M.,"['Computer Science (all)', 'Mathematics (all)']"
2884,56971469300,1,9-s2.0-56971469300,,Segurado Santos Eguren,[]
2885,56972626600,19,9-s2.0-56972626600,,Rodríguez Alfonso Corz,"['Computer Science (all)', 'Engineering (all)', 'Physics and Astronomy (all)']"
2886,56975841400,2,9-s2.0-56975841400,,Martínez Félix Roux,"['Business, Management and Accounting (all)', 'Computer Science (all)', 'Engineering (all)']"
2887,56977112600,1,9-s2.0-56977112600,,Sierra Juan Pazos,"['Computer Science (all)', 'Mathematics (all)']"
2888,56977782100,1,9-s2.0-56977782100,,Castellanos Peñuela Juan B.,"['Computer Science (all)', 'Mathematics (all)']"
2889,56979005400,3,9-s2.0-56979005400,,Rebollo María José,"['Engineering (all)', 'Energy (all)']"
2890,56982971600,2,9-s2.0-56982971600,,Gomez-Sanjuan Alejandro M.,"['Engineering (all)', 'Physics and Astronomy (all)']"
2891,56983091600,7,9-s2.0-56983091600,,Alonso-Rodrigo Gustavo,"['Physics and Astronomy (all)', 'Engineering (all)', 'Earth and Planetary Sciences (all)']"
2892,56986639500,8,9-s2.0-56986639500,,Promińska Agnieszka,"['Earth and Planetary Sciences (all)', 'Environmental Science (all)', 'Agricultural and Biological Sciences (all)']"
2893,56991341700,2,9-s2.0-56991341700,,Solera P.,[]
2894,56994521400,3,9-s2.0-56994521400,,Juan Jesús,"['Mathematics (all)', 'Engineering (all)', 'Decision Sciences (all)']"
2895,56997380300,16,9-s2.0-56997380300,,Cordovilla Francisco,"['Materials Science (all)', 'Engineering (all)', 'Physics and Astronomy (all)']"
2896,56997682100,2,9-s2.0-56997682100,,Kloos Carlos Delgado,"['Engineering (all)', 'Computer Science (all)', 'Mathematics (all)']"
2897,56999031000,2,9-s2.0-56999031000,,García Rodrigo B.,"['Agricultural and Biological Sciences (all)', 'Computer Science (all)']"
2898,57001065500,61,9-s2.0-57001065500,,del Castillo M. D.,"['Computer Science (all)', 'Engineering (all)', 'Neuroscience (all)']"
2899,57002962800,2,9-s2.0-57002962800,,De Miguel Fernando Robledo,"['Engineering (all)', 'Computer Science (all)', 'Environmental Science (all)']"
2900,57004208400,3,9-s2.0-57004208400,,Fernández María Del Mar,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)']"
2901,57006145700,18,9-s2.0-57006145700,,Moreno Luís J.,"['Engineering (all)', 'Environmental Science (all)', 'Earth and Planetary Sciences (all)']"
2902,57006328100,2,9-s2.0-57006328100,,Toro César Antonio Ortiz,"['Earth and Planetary Sciences (all)', 'Engineering (all)', 'Computer Science (all)']"
2903,57006771300,3,9-s2.0-57006771300,0000-0001-8894-9904,Gutiérrez-Galán Alejandro,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)']"
2904,57007797400,4,9-s2.0-57007797400,,Sánchez Borja Bordel,"['Computer Science (all)', 'Physics and Astronomy (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
2905,57008188300,5,9-s2.0-57008188300,0000-0003-2161-9876,Artunedo Antonio,"['Engineering (all)', 'Computer Science (all)', 'Physics and Astronomy (all)']"
2906,57009052400,3,9-s2.0-57009052400,0000-0002-3252-4234,Córdoba Irene,"['Computer Science (all)', 'Mathematics (all)']"
2907,57014184200,2,9-s2.0-57014184200,,Romero Javier,"['Business, Management and Accounting (all)', 'Psychology (all)']"
2908,57014713600,32,9-s2.0-57014713600,0000-0002-9093-9542,Mora Eleuterio M.,"['Materials Science (all)', 'Engineering (all)', 'Energy (all)']"
2909,57015136500,8,9-s2.0-57015136500,,Urueña Alberto,"['Social Sciences (all)', 'Engineering (all)', 'Business, Management and Accounting (all)']"
2910,57015395200,2,9-s2.0-57015395200,,Rodríguez-Segura Enrique,[]
2911,57015496500,3,9-s2.0-57015496500,,Morán-Guerrero Amadeo,"['Energy (all)', 'Environmental Science (all)', 'Engineering (all)']"
2912,57015660600,4,9-s2.0-57015660600,,Ballesteros-Sánchez Luis,"['Business, Management and Accounting (all)', 'Engineering (all)', 'Social Sciences (all)']"
2913,57021454900,3,9-s2.0-57021454900,,Silverman Tyler,"['Materials Science (all)', 'Physics and Astronomy (all)', 'Chemistry (all)']"
2914,57021781800,1,9-s2.0-57021781800,,Marcilla Javier Saénz,[]
2915,57021998800,2,9-s2.0-57021998800,,García-De-Viedma María,"['Engineering (all)', 'Computer Science (all)']"
2916,57023696900,13,9-s2.0-57023696900,0000-0002-1543-3066,Cara Javier,"['Engineering (all)', 'Computer Science (all)', 'Physics and Astronomy (all)']"
2917,57023929200,4,9-s2.0-57023929200,0000-0003-4199-2942,Lema Lohana,"['Computer Science (all)', 'Engineering (all)', 'Energy (all)']"
2918,57024222500,4,9-s2.0-57024222500,0000-0003-0578-2825,Martín-Buro María Carmen,"['Medicine (all)', 'Neuroscience (all)', 'Arts and Humanities (all)']"
2919,57028472800,48,9-s2.0-57028472800,0000-0001-7815-5924,Bordel Sánchez Borja,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
2920,57031365800,7,9-s2.0-57031365800,0000-0002-2172-9162,Fernández Cambronero David,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
2921,57031866000,7,9-s2.0-57031866000,0000-0001-6433-4649,Bosque-Gil Julia,"['Computer Science (all)', 'Mathematics (all)', 'Arts and Humanities (all)']"
2922,57031992200,2,9-s2.0-57031992200,,Rodriguez-Lujan Luis,"['Computer Science (all)', 'Mathematics (all)']"
2923,57033681400,2,9-s2.0-57033681400,,Nieto Aurora,"['Agricultural and Biological Sciences (all)', 'Medicine (all)', 'Environmental Science (all)']"
2924,57037617300,4,9-s2.0-57037617300,,López Marcos L.,"['Engineering (all)', 'Medicine (all)', 'Computer Science (all)']"
2925,57038399900,2,9-s2.0-57038399900,,Lázaro Carlos,"['Health Professions  (all)', 'Medicine (all)', 'Engineering (all)']"
2926,57038491100,2,9-s2.0-57038491100,,Mantecón Ana,"['Engineering (all)', 'Computer Science (all)', 'Social Sciences (all)']"
2927,57038529800,1,9-s2.0-57038529800,,Blazquez E.,[]
2928,57039048500,1,9-s2.0-57039048500,,Areas G.,[]
2929,57041935600,4,9-s2.0-57041935600,,Juan-Aracil José Luis,"['Social Sciences (all)', 'Engineering (all)']"
2930,57042320100,219,9-s2.0-57042320100,,Gómez Pedro Cía,"['Computer Science (all)', 'Medicine (all)', 'Chemistry (all)']"
2931,57042642300,4,9-s2.0-57042642300,0000-0002-9063-6584,García Juan C.,"['Engineering (all)', 'Computer Science (all)', 'Energy (all)']"
2932,57053263200,5,9-s2.0-57053263200,,García-Rubio F.,"['Physics and Astronomy (all)', 'Mathematics (all)']"
2933,57054893700,3,9-s2.0-57054893700,,Jiménez Ana Concepción,[]
2934,57055432400,2,9-s2.0-57055432400,,Enríquez Luis Coco,[]
2935,57056429600,2,9-s2.0-57056429600,,Díaz-Royón F.,"['Agricultural and Biological Sciences (all)', 'Veterinary (all)']"
2936,57061383900,4,9-s2.0-57061383900,0000-0001-9320-3808,Han Hui,"['Computer Science (all)', 'Engineering (all)', 'Business, Management and Accounting (all)']"
2937,57061930600,1,9-s2.0-57061930600,,García Tomás Rodríguez,[]
2938,57062463700,16,9-s2.0-57062463700,0000-0001-6470-6975,Ochoa Pilar,"['Materials Science (all)', 'Engineering (all)', 'Physics and Astronomy (all)']"
2939,57062511500,3,9-s2.0-57062511500,,Komar Dorota Natalia,"['Biochemistry, Genetics and Molecular Biology (all)', 'Neuroscience (all)', 'Chemical Engineering (all)']"
2940,57063523900,2,9-s2.0-57063523900,,García-Faura Álex,"['Computer Science (all)', 'Medicine (all)', 'Health Professions  (all)']"
2941,57067796700,1,9-s2.0-57067796700,,Petrone S.,[]
2942,57068718900,2,9-s2.0-57068718900,,Vallejo Miguel A.,[]
2943,57070520900,2,9-s2.0-57070520900,,Fernández-Rubín De Celis Marta,"['Biochemistry, Genetics and Molecular Biology (all)', 'Medicine (all)', 'Earth and Planetary Sciences (all)']"
2944,57072677700,2,9-s2.0-57072677700,,Agrawal V.,"['Engineering (all)', 'Materials Science (all)']"
2945,57074793900,1,9-s2.0-57074793900,,De Guadalupe Aguado,[]
2946,57074943200,8,9-s2.0-57074943200,,Pérez José Luis Martínez,"['Engineering (all)', 'Computer Science (all)', 'Health Professions  (all)']"
2947,57076877100,4,9-s2.0-57076877100,,Saracho-Pantoja Irene O.,"['Physics and Astronomy (all)', 'Engineering (all)', 'Social Sciences (all)']"
2948,57086596100,11,9-s2.0-57086596100,,Samper David,"['Engineering (all)', 'Computer Science (all)', 'Physics and Astronomy (all)']"
2949,57087127100,2,9-s2.0-57087127100,,Castañeda-Vergara E.,[]
2950,57087132600,2,9-s2.0-57087132600,,Hernández De Olivares F.,"['Engineering (all)', 'Environmental Science (all)']"
2951,57087285900,3,9-s2.0-57087285900,,Lauret-Aguirregabiria B.,[]
2952,57087296600,3,9-s2.0-57087296600,,Ovando-Vacarezza G.,[]
2953,57087424200,2,9-s2.0-57087424200,,Pardo B.,"['Computer Science (all)', 'Decision Sciences (all)', 'Mathematics (all)']"
2954,57087742900,3,9-s2.0-57087742900,,Alonso Javier A.,"['Engineering (all)', 'Energy (all)', 'Materials Science (all)']"
2955,57090248400,2,9-s2.0-57090248400,,Bourges Jean Yves,"['Engineering (all)', 'Materials Science (all)']"
2956,57090708100,2,9-s2.0-57090708100,,Tobaruela Almudena,"['Engineering (all)', 'Materials Science (all)']"
2957,57090951900,7,9-s2.0-57090951900,0000-0002-9000-9847,Riofrío-Luzcando Diego,"['Computer Science (all)', 'Engineering (all)', 'Social Sciences (all)']"
2958,57091363200,2,9-s2.0-57091363200,,Perdomo Jairo Gonzalez,"['Social Sciences (all)', 'Computer Science (all)']"
2959,57091762800,2,9-s2.0-57091762800,,Hermana Roberto Alvaro,"['Social Sciences (all)', 'Computer Science (all)']"
2960,57092064800,7,9-s2.0-57092064800,,Rodríguez Verónica M.,"['Medicine (all)', 'Computer Science (all)', 'Engineering (all)']"
2961,57092546100,2,9-s2.0-57092546100,,Merino Pedro,"['Computer Science (all)', 'Mathematics (all)']"
2962,57094712100,11,9-s2.0-57094712100,,Benavente Rosa María,"['Agricultural and Biological Sciences (all)', 'Energy (all)', 'Engineering (all)']"
2963,57095021700,8,9-s2.0-57095021700,,Ríos-Sánchez Belén,"['Computer Science (all)', 'Engineering (all)', 'Social Sciences (all)']"
2964,57095950100,2,9-s2.0-57095950100,,Lazcano López R.,"['Engineering (all)', 'Materials Science (all)', 'Computer Science (all)']"
2965,57095961800,2,9-s2.0-57095961800,,Juárez Martínez E.,"['Engineering (all)', 'Computer Science (all)', 'Mathematics (all)']"
2966,57096044100,2,9-s2.0-57096044100,,Sanz Álvaro C.,"['Mathematics (all)', 'Engineering (all)', 'Computer Science (all)']"
2967,57096650000,1,9-s2.0-57096650000,,Sarso A.,[]
2968,57100825300,3,9-s2.0-57100825300,,Rus Juan,"['Engineering (all)', 'Physics and Astronomy (all)']"
2969,57103403100,2,9-s2.0-57103403100,,Monzón Sergio,"['Engineering (all)', 'Computer Science (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
2970,57104191500,14,9-s2.0-57104191500,,Fernández José L.,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
2971,57104468300,1,9-s2.0-57104468300,,García I. J.,"['Mathematics (all)', 'Computer Science (all)']"
2972,57104902000,5,9-s2.0-57104902000,,Bustos Alvaro,"['Engineering (all)', 'Physics and Astronomy (all)', 'Energy (all)']"
2973,57104932600,2,9-s2.0-57104932600,,Arenal Alberto,"['Engineering (all)', 'Computer Science (all)', 'Social Sciences (all)']"
2974,57105360400,1,9-s2.0-57105360400,,Nuño Ana Gonzalo,"['Business, Management and Accounting (all)', 'Decision Sciences (all)']"
2975,57105729600,16,9-s2.0-57105729600,,Esquembri Sergio,"['Engineering (all)', 'Physics and Astronomy (all)', 'Energy (all)']"
2976,57110297100,1,9-s2.0-57110297100,,Tapiador M.,[]
2977,57112080900,1,9-s2.0-57112080900,,Botella Ángel García,[]
2978,57112605200,1,9-s2.0-57112605200,,López-Garcĺa P.,"['Computer Science (all)', 'Mathematics (all)']"
2979,57114331200,1,9-s2.0-57114331200,,Vega Julio Céar Arpírez,"['Mathematics (all)', 'Computer Science (all)']"
2980,57114796900,4,9-s2.0-57114796900,0000-0002-7635-0483,Sancho Rafael,"['Engineering (all)', 'Physics and Astronomy (all)']"
2981,57114820400,9,9-s2.0-57114820400,0000-0001-9597-9255,Pedraza Luis,"['Engineering (all)', 'Computer Science (all)']"
2982,57118202500,3,9-s2.0-57118202500,,Hernández-Lamas P.,"['Engineering (all)', 'Social Sciences (all)', 'Environmental Science (all)']"
2983,57118286300,1,9-s2.0-57118286300,,García-Olalla J. Diez,"['Engineering (all)', 'Environmental Science (all)']"
2984,57125773300,1,9-s2.0-57125773300,,Arranz Ana Velasco,[]
2985,57128974000,62,9-s2.0-57128974000,,Pérez Jesús María,"['Engineering (all)', 'Computer Science (all)', 'Materials Science (all)']"
2986,57128998400,6,9-s2.0-57128998400,,Perez Jesus M.,[]
2987,57129836500,10,9-s2.0-57129836500,,Gómez Alejandro,"['Engineering (all)', 'Computer Science (all)', 'Decision Sciences (all)']"
2988,57130087200,34,9-s2.0-57130087200,,Vázquez Enrique,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
2989,57131192800,3,9-s2.0-57131192800,0000-0001-7591-418X,Martín Miguel,"['Earth and Planetary Sciences (all)', 'Engineering (all)', 'Computer Science (all)']"
2990,57140038200,2,9-s2.0-57140038200,,Contreras Daniel,"['Engineering (all)', 'Energy (all)', 'Physics and Astronomy (all)']"
2991,57140694700,2,9-s2.0-57140694700,,Martín-Girela Isabel,"['Environmental Science (all)', 'Agricultural and Biological Sciences (all)']"
2992,57142193000,6,9-s2.0-57142193000,,García-González Irene,"['Agricultural and Biological Sciences (all)', 'Multidisciplinary', 'Environmental Science (all)']"
2993,57146735200,2,9-s2.0-57146735200,,Andrés Javier,"['Social Sciences (all)', 'Computer Science (all)']"
2994,57148346000,1,9-s2.0-57148346000,,Correa-Guinea Carlos,[]
2995,57151437800,2,9-s2.0-57151437800,,Fernández-Corzo R.,"['Engineering (all)', 'Social Sciences (all)', 'Earth and Planetary Sciences (all)']"
2996,57155306300,1,9-s2.0-57155306300,,Justea G. L.,"['Mathematics (all)', 'Computer Science (all)']"
2997,57158505300,6,9-s2.0-57158505300,,Molina Jose María,[]
2998,57159173700,1,9-s2.0-57159173700,,Fuentes Darío,[]
2999,57159321000,1,9-s2.0-57159321000,,Ferreras A.,"['Engineering (all)', 'Materials Science (all)']"
3000,57160050100,2,9-s2.0-57160050100,,Dwarakanathan Srinivasan,[]
3001,57167750400,16,9-s2.0-57167750400,,Güemes J. Alfredo,"['Engineering (all)', 'Materials Science (all)', 'Physics and Astronomy (all)']"
3002,57168888300,2,9-s2.0-57168888300,,Lorenzin Nikola,"['Energy (all)', 'Physics and Astronomy (all)']"
3003,57169408200,4,9-s2.0-57169408200,,García Cristóbal Tapia,"['Physics and Astronomy (all)', 'Social Sciences (all)', 'Engineering (all)']"
3004,57172680000,2,9-s2.0-57172680000,,Alobaid Ahmad,[]
3005,57184086700,7,9-s2.0-57184086700,,Paredes Nancy Enriqueta Guerrón,"['Computer Science (all)', 'Engineering (all)']"
3006,57188553222,4,9-s2.0-57188553222,,Galindo-Aires Rubén,"['Earth and Planetary Sciences (all)', 'Engineering (all)', 'Arts and Humanities (all)']"
3007,57188566526,10,9-s2.0-57188566526,,Guamán Daniel S.,"['Computer Science (all)', 'Decision Sciences (all)', 'Engineering (all)']"
3008,57188592178,4,9-s2.0-57188592178,,Guerrero Ana Belén,"['Energy (all)', 'Environmental Science (all)', 'Chemistry (all)']"
3009,57188593091,1,9-s2.0-57188593091,,Muinelo Alfonso,"['Chemistry (all)', 'Physics and Astronomy (all)', 'Materials Science (all)']"
3010,57188624535,5,9-s2.0-57188624535,,Villanueva-Llauradó Paula,"['Engineering (all)', 'Social Sciences (all)', 'Chemical Engineering (all)']"
3011,57188629170,6,9-s2.0-57188629170,,Sánchez-Medina Álvaro,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Engineering (all)']"
3012,57188659192,2,9-s2.0-57188659192,,Ruiz Fco Javier,"['Computer Science (all)', 'Engineering (all)', 'Social Sciences (all)']"
3013,57188670572,1,9-s2.0-57188670572,,Sarasúa-Moreno José Ignacio,[]
3014,57188671892,12,9-s2.0-57188671892,,Querol Enrique,"['Engineering (all)', 'Energy (all)', 'Earth and Planetary Sciences (all)']"
3015,57188677452,1,9-s2.0-57188677452,,Fernández Martín R.,"['Engineering (all)', 'Environmental Science (all)']"
3016,57188681651,1,9-s2.0-57188681651,0000-0002-1021-5203,Rubio Sánchez Agustín,[]
3017,57188682764,1,9-s2.0-57188682764,,Ortiz Oñate Carlos,[]
3018,57188685190,3,9-s2.0-57188685190,,Fernández-Alonso María José,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)', 'Immunology and Microbiology (all)']"
3019,57188696716,3,9-s2.0-57188696716,0000-0001-6288-0961,Lozano José Antonio,"['Computer Science (all)', 'Engineering (all)', 'Energy (all)']"
3020,57188713853,2,9-s2.0-57188713853,,Jiménez Ernesto,[]
3021,57188723327,5,9-s2.0-57188723327,,Camarillo Alvaro,"['Computer Science (all)', 'Engineering (all)', 'Materials Science (all)']"
3022,57188740758,2,9-s2.0-57188740758,,García Hernando Ana Belén,"['Engineering (all)', 'Physics and Astronomy (all)', 'Computer Science (all)']"
3023,57188756558,2,9-s2.0-57188756558,,Suárez Roberto Rodríguez Solano,"['Computer Science (all)', 'Materials Science (all)', 'Mathematics (all)']"
3024,57188792239,3,9-s2.0-57188792239,,Urreaga Joaquín Martinez,"['Chemistry (all)', 'Physics and Astronomy (all)', 'Materials Science (all)']"
3025,57188816064,2,9-s2.0-57188816064,,Arbex Javier Pinilla,[]
3026,57188821793,3,9-s2.0-57188821793,,Bernabé Beatriz,"['Social Sciences (all)', 'Biochemistry, Genetics and Molecular Biology (all)', 'Medicine (all)']"
3027,57188843008,1,9-s2.0-57188843008,,Hernández Cristina López De Subijana,[]
3028,57188854478,7,9-s2.0-57188854478,,García-Loygorri Juan Moreno,"['Engineering (all)', 'Computer Science (all)', 'Mathematics (all)']"
3029,57188864798,8,9-s2.0-57188864798,,García-de-Alcaráz Antonio,"['Medicine (all)', 'Health Professions  (all)', 'Social Sciences (all)']"
3030,57188865183,2,9-s2.0-57188865183,,Bustillo-Avendaño Estéfano,"['Biochemistry, Genetics and Molecular Biology (all)', 'Agricultural and Biological Sciences (all)', 'Medicine (all)']"
3031,57188868741,4,9-s2.0-57188868741,,Chen Kai,"['Chemistry (all)', 'Agricultural and Biological Sciences (all)', 'Pharmacology, Toxicology and Pharmaceutics (all)']"
3032,57188871867,1,9-s2.0-57188871867,,Padron-Sanchez Gueton,[]
3033,57188880708,9,9-s2.0-57188880708,,Bautista Paz Emilio,"['Arts and Humanities (all)', 'Engineering (all)']"
3034,57188881271,2,9-s2.0-57188881271,,Bajo Pérez Javier,"['Computer Science (all)', 'Mathematics (all)']"
3035,57188930655,4,9-s2.0-57188930655,,Wanumen Andrea Carolina,"['Agricultural and Biological Sciences (all)', 'Environmental Science (all)']"
3036,57188951543,1,9-s2.0-57188951543,,Lopez J.,"['Earth and Planetary Sciences (all)', 'Environmental Science (all)']"
3037,57188981414,17,9-s2.0-57188981414,,Soriano Antonio Ma,"['Earth and Planetary Sciences (all)', 'Engineering (all)', 'Medicine (all)']"
3038,57188982770,5,9-s2.0-57188982770,,De Blas Romero Adrián,"['Engineering (all)', 'Computer Science (all)', 'Physics and Astronomy (all)']"
3039,57188993061,2,9-s2.0-57188993061,,Verma Hemant K.,"['Biochemistry, Genetics and Molecular Biology (all)', 'Physics and Astronomy (all)', 'Chemistry (all)']"
3040,57188993758,6,9-s2.0-57188993758,,Vázquez José Manuel,"['Engineering (all)', 'Computer Science (all)']"
3041,57188995385,3,9-s2.0-57188995385,,Aguayo Miguel,"['Computer Science (all)', 'Engineering (all)']"
3042,57188995638,6,9-s2.0-57188995638,0000-0002-3290-9433,Yagüe Angel,"['Engineering (all)', 'Earth and Planetary Sciences (all)', 'Mathematics (all)']"
3043,57189031689,4,9-s2.0-57189031689,,González Javier Durán,"['Health Professions  (all)', 'Social Sciences (all)', 'Medicine (all)']"
3044,57189032188,2,9-s2.0-57189032188,,Sánchez Concepción Jiménez,"['Health Professions  (all)', 'Medicine (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
3045,57189057122,4,9-s2.0-57189057122,,Ambrona Miguel,"['Computer Science (all)', 'Mathematics (all)']"
3046,57189067997,4,9-s2.0-57189067997,,Bazán A. M.,"['Engineering (all)', 'Materials Science (all)']"
3047,57189094081,3,9-s2.0-57189094081,,Da Silva Pedro Henrique Belavenutti Martins,[]
3048,57189179699,20,9-s2.0-57189179699,0000-0002-2210-3778,García Ana Maria Coto,"['Materials Science (all)', 'Immunology and Microbiology (all)', 'Engineering (all)']"
3049,57189225114,1,9-s2.0-57189225114,,Liang C.,[]
3050,57189226545,3,9-s2.0-57189226545,,Fernandez-Crehuet Jose Maria,"['Social Sciences (all)', 'Psychology (all)', 'Arts and Humanities (all)']"
3051,57189231321,3,9-s2.0-57189231321,,Martínez Sara Burgos,"['Engineering (all)', 'Physics and Astronomy (all)']"
3052,57189235235,3,9-s2.0-57189235235,,López-Gallego P.,"['Engineering (all)', 'Physics and Astronomy (all)', 'Computer Science (all)']"
3053,57189240342,3,9-s2.0-57189240342,,Alzaghoul Ahmed,"['Engineering (all)', 'Computer Science (all)', 'Mathematics (all)']"
3054,57189296990,8,9-s2.0-57189296990,,Díaz Vicente Hernández,"['Computer Science (all)', 'Engineering (all)', 'Physics and Astronomy (all)']"
3055,57189298653,3,9-s2.0-57189298653,,Mascato Samanta Villanueva,"['Medicine (all)', 'Engineering (all)', 'Computer Science (all)']"
3056,57189300352,9,9-s2.0-57189300352,,Sánchez-Romate Xoan F.,"['Materials Science (all)', 'Computer Science (all)', 'Health Professions  (all)']"
3057,57189329087,2,9-s2.0-57189329087,,Mardomingo Alberto,"['Computer Science (all)', 'Social Sciences (all)', 'Engineering (all)']"
3058,57189337538,29,9-s2.0-57189337538,,Sánchez Javier J.M.,"['Agricultural and Biological Sciences (all)', 'Medicine (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
3059,57189363865,8,9-s2.0-57189363865,0000-0002-5916-8591,Quaassdorff Christina,"['Environmental Science (all)', 'Earth and Planetary Sciences (all)', 'Mathematics (all)']"
3060,57189372990,3,9-s2.0-57189372990,,Gárate José Luis Almazán,[]
3061,57189375401,5,9-s2.0-57189375401,,Moreno García-Loygorri Juan,"['Computer Science (all)', 'Engineering (all)', 'Mathematics (all)']"
3062,57189377073,2,9-s2.0-57189377073,,Charco Jesús,[]
3063,57189459949,3,9-s2.0-57189459949,,Zhu Taomei,"['Computer Science (all)', 'Engineering (all)', 'Social Sciences (all)']"
3064,57189469770,2,9-s2.0-57189469770,0000-0001-9982-3215,Hernández Yannick,"['Biochemistry, Genetics and Molecular Biology (all)', 'Health Professions  (all)', 'Medicine (all)']"
3065,57189491391,14,9-s2.0-57189491391,,Sánchez Miguel Angel,"['Engineering (all)', 'Computer Science (all)', 'Physics and Astronomy (all)']"
3066,57189496917,4,9-s2.0-57189496917,,Vanegas Jorge Leonardo,"['Agricultural and Biological Sciences (all)', 'Nursing (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
3067,57189500347,3,9-s2.0-57189500347,,López Javier A.,"['Computer Science (all)', 'Business, Management and Accounting (all)', 'Mathematics (all)']"
3068,57189516711,1,9-s2.0-57189516711,,Peña Torres Dionicio E.,"['Computer Science (all)', 'Business, Management and Accounting (all)']"
3069,57189520764,2,9-s2.0-57189520764,,Rodríguez Romo Gabriel,"['Mathematics (all)', 'Physics and Astronomy (all)', 'Medicine (all)']"
3070,57189566233,1,9-s2.0-57189566233,,Diaz Ildefonso,[]
3071,57189572388,3,9-s2.0-57189572388,,Fernández Joquín A.,"['Engineering (all)', 'Energy (all)', 'Environmental Science (all)']"
3072,57189605449,19,9-s2.0-57189605449,0000-0003-2593-5470,Escribano Carmen,"['Mathematics (all)', 'Computer Science (all)', 'Social Sciences (all)']"
3073,57189611980,4,9-s2.0-57189611980,,Jiménez-Pavón David,"['Medicine (all)', 'Nursing (all)', 'Health Professions  (all)']"
3074,57189642237,6,9-s2.0-57189642237,,Francés Airán,"['Energy (all)', 'Engineering (all)', 'Mathematics (all)']"
3075,57189667490,2,9-s2.0-57189667490,,Timón Vicente P.,"['Energy (all)', 'Chemical Engineering (all)', 'Engineering (all)']"
3076,57189677734,1,9-s2.0-57189677734,,Gmez Rafael Martnez Pedro,"['Engineering (all)', 'Computer Science (all)']"
3077,57189681708,5,9-s2.0-57189681708,,Leguey Ignacio,"['Neuroscience (all)', 'Medicine (all)', 'Computer Science (all)']"
3078,57189693297,3,9-s2.0-57189693297,,Rebollo Luis,"['Engineering (all)', 'Physics and Astronomy (all)', 'Chemical Engineering (all)']"
3079,57189708251,6,9-s2.0-57189708251,0000-0002-2667-5909,Sebastián Andrés,"['Engineering (all)', 'Energy (all)', 'Environmental Science (all)']"
3080,57189709107,3,9-s2.0-57189709107,,Lizárraga José Manuel,"['Engineering (all)', 'Materials Science (all)']"
3081,57189715729,3,9-s2.0-57189715729,,Díaz Jorge Pablo,"['Energy (all)', 'Engineering (all)', 'Mathematics (all)']"
3082,57189726242,1,9-s2.0-57189726242,,Guerrero Mariángel Pérez,"['Engineering (all)', 'Materials Science (all)']"
3083,57189727063,6,9-s2.0-57189727063,,Díaz-Núñez Pablo,"['Materials Science (all)', 'Chemical Engineering (all)', 'Physics and Astronomy (all)']"
3084,57189727892,1,9-s2.0-57189727892,,Escobar David Hernández,[]
3085,57189729467,4,9-s2.0-57189729467,0000-0002-0489-3243,Cruz Henry O.,"['Computer Science (all)', 'Engineering (all)', 'Biochemistry, Genetics and Molecular Biology (all)']"
3086,57189839562,5,9-s2.0-57189839562,,Navarro José Antonio,"['Earth and Planetary Sciences (all)', 'Environmental Science (all)', 'Agricultural and Biological Sciences (all)']"
3087,57189839564,4,9-s2.0-57189839564,,Navarro Joaquín,"['Computer Science (all)', 'Environmental Science (all)', 'Energy (all)']"
3088,57189879978,1,9-s2.0-57189879978,,Rubio M. A.,[]
